iter	MAE	RMSE
223	2651.984013	4219.019638
224	2649.799332	4216.153938
225	2648.742488	4214.236625
226	2646.333025	4212.180847
227	2643.140872	4208.748338
228	2641.153225	4206.164099
229	2638.224129	4203.076255
230	2635.638007	4199.313723
231	2635.310845	4198.963606
232	2634.697784	4197.541391
233	2633.689947	4195.82259
234	2632.39683	4193.616908
235	2631.442494	4192.204367
236	2630.107396	4191.243371
237	2628.613107	4189.693433
238	2626.472383	4187.66393
239	2626.280811	4187.31572
240	2625.919278	4186.291301
241	2624.8995	4184.791376
242	2623.702499	4182.681614
243	2623.68608	4182.66616
244	2622.644521	4181.263035
245	2622.028429	4180.393752
246	2619.786834	4177.294545
247	2619.227806	4176.142502
248	2618.367869	4174.760896
249	2616.155662	4171.935413
250	2614.419459	4169.319972
251	2612.662622	4167.390979
252	2611.666039	4165.554757
253	2610.702185	4164.510826
254	2609.072167	4162.25517
255	2608.208571	4160.608672
256	2607.329267	4159.122465
257	2606.084095	4157.744111
258	2604.300312	4155.396395
259	2604.277967	4155.372536
260	2603.001907	4153.405794
261	2603.007501	4153.392067
262	2602.81471	4153.078392
263	2602.067721	4151.908199
264	2601.539444	4151.032515
265	2600.541521	4149.332674
266	2599.361448	4148.103973
267	2598.128642	4146.455457
268	2596.989072	4144.844024
269	2595.401538	4142.652637
270	2594.470787	4141.325767
271	2593.466004	4139.613072
272	2592.984553	4139.045976
273	2591.766562	4136.391722
274	2591.248784	4135.328055
275	2590.064914	4133.757568
276	2588.28217	4132.095077
277	2586.962431	4130.183692
278	2586.134377	4128.951231
279	2584.491628	4127.064623
280	2583.704894	4125.933334
281	2583.721888	4125.541065
282	2582.383741	4123.759963
283	2580.636226	4120.577327
284	2579.622905	4118.827958
285	2578.209448	4117.004116
286	2577.8634	4115.975104
287	2574.982977	4113.185772
288	2574.458752	4112.162837
289	2573.856129	4111.148887
290	2572.783975	4109.265952
291	2571.137304	4107.224722
292	2571.023778	4107.095233
293	2569.955255	4104.963974
294	2569.168252	4103.680796
295	2567.268614	4101.442117
296	2566.46751	4100.325595
297	2564.295445	4097.873283
298	2562.556458	4095.327973
299	2561.277022	4093.113529
300	2560.486099	4091.56169
301	2560.446608	4091.49722
302	2559.463698	4090.401266
303	2559.428056	4090.333757
304	2558.422374	4088.813423
305	2557.691864	4087.861909
306	2556.809856	4086.98674
307	2555.435917	4085.041087
308	2554.779155	4083.699737
309	2553.52213	4082.06777
310	2553.494692	4082.00208
311	2553.366315	4081.746816
312	2553.013594	4081.226638
313	2552.442131	4080.143126
314	2550.618534	4077.66866
315	2549.870483	4076.370062
316	2549.353859	4075.377743
317	2548.86665	4074.455474
318	2547.875355	4073.380529
319	2547.105673	4071.861289
320	2547.096383	4071.851301
321	2546.459365	4070.850547
322	2545.374586	4069.237736
323	2544.860456	4068.375866
324	2542.765895	4065.106301
325	2542.033022	4063.657199
326	2541.896242	4063.454236
327	2541.178317	4062.177765
328	2540.33941	4060.743879
329	2539.30422	4059.294318
330	2538.423837	4058.07927
331	2536.690047	4056.065477
332	2536.187719	4055.196281
333	2535.760939	4054.609765
334	2534.625435	4052.85515
335	2533.680736	4051.568956
336	2532.950238	4050.344413
337	2531.537809	4048.380439
338	2531.384485	4047.874792
339	2530.22123	4046.174437
340	2529.296124	4044.397083
341	2528.650601	4043.398776
342	2527.339064	4042.234551
343	2526.791765	4041.318312
344	2526.069405	4039.958519
345	2525.003272	4037.953154
346	2524.630322	4037.41631
347	2523.646623	4035.591457
348	2523.016146	4034.896945
349	2522.3278	4033.756384
350	2521.178999	4032.544024
351	2520.344559	4031.534669
352	2519.246489	4030.241249
353	2517.879211	4027.828573
354	2516.775911	4026.543034
355	2515.049837	4024.760253
356	2513.88942	4022.5832
357	2513.180997	4021.224014
358	2512.378194	4019.834997
359	2511.105189	4018.371507
360	2511.080924	4018.357776
361	2510.237868	4016.829933
362	2509.62819	4015.660206
363	2508.616169	4014.271511
364	2507.987694	4013.121805
365	2507.298108	4012.082774
366	2506.746935	4011.1445
367	2506.07844	4010.364047
368	2505.479514	4009.262973
369	2504.794804	4007.715873
370	2504.077402	4006.838065
371	2503.489156	4005.818864
372	2502.478994	4003.79756
373	2501.76039	4002.275159
374	2500.951703	4001.422719
375	2500.050776	3999.822912
376	2499.360538	3998.752337
377	2498.9041	3998.028843
378	2498.313867	3997.043076
379	2497.564452	3996.019888
380	2496.830186	3995.221632
381	2496.090505	3993.908101
382	2495.400394	3992.052966
383	2494.871048	3991.222114
384	2493.840976	3990.050919
385	2493.077994	3988.862299
386	2491.569661	3987.265847
387	2490.60229	3986.132535
388	2489.048841	3984.183204
389	2488.167916	3982.791248
390	2487.43224	3981.974259
391	2486.961799	3981.173178
392	2486.55549	3980.320181
393	2485.767535	3979.430896
394	2485.137149	3978.372528
395	2484.027315	3977.337902
396	2484.078622	3977.330866
397	2483.141806	3975.838349
398	2482.616414	3974.847981
399	2481.842511	3974.067829
400	2481.372431	3973.28273
401	2479.779305	3970.651408
402	2479.299429	3969.890865
403	2478.682295	3968.64626
404	2477.950067	3967.719848
405	2477.402614	3966.600301
406	2476.230129	3965.260095
407	2475.403196	3963.797605
408	2474.728922	3962.590364
409	2473.868682	3960.977162
410	2473.071234	3959.704526
411	2472.338381	3958.765738
412	2470.442088	3956.577593
413	2469.193422	3954.696217
414	2468.851223	3954.240839
415	2468.107949	3952.962481
416	2466.988285	3951.139094
417	2466.371819	3950.029393
418	2465.695574	3949.030384
419	2464.846041	3947.544017
420	2463.781314	3945.748894
421	2463.124664	3944.875266
422	2462.406125	3943.414653
423	2461.480144	3941.827148
424	2461.367159	3941.482286
425	2460.794088	3940.494357
426	2459.965437	3939.375553
427	2459.490595	3938.708377
428	2458.987812	3937.997449
429	2458.130848	3936.770624
430	2457.565041	3935.760804
431	2456.454056	3934.108312
432	2456.157628	3933.4078
433	2455.890616	3932.925322
434	2455.043815	3931.896971
435	2454.21241	3930.582246
436	2453.58674	3929.743869
437	2453.614492	3929.733862
438	2452.924531	3928.313951
439	2452.388548	3927.295408
440	2451.115926	3926.098168
441	2450.401691	3924.754577
442	2449.802931	3923.509477
443	2449.423833	3922.834918
444	2448.379897	3921.124395
445	2447.124366	3919.115062
446	2446.853716	3918.716126
447	2446.333045	3917.889444
448	2444.824938	3916.337085
449	2443.949376	3914.866399
450	2443.619842	3914.344002
451	2441.075563	3912.242778
452	2440.69972	3911.666568
453	2440.331953	3911.052628
454	2439.187944	3909.526125
455	2437.626485	3907.247841
456	2436.806171	3906.124859
457	2435.70562	3904.324671
458	2434.744938	3903.151605
459	2433.868953	3901.69985
460	2433.077265	3900.610391
461	2432.254215	3899.131265
462	2431.925673	3898.579593
463	2431.768211	3898.231499
464	2431.26385	3897.327538
465	2431.199602	3897.25676
466	2430.670925	3896.452369
467	2429.844883	3895.013414
468	2428.866765	3893.685171
469	2427.65041	3892.295184
470	2427.32876	3891.686735
471	2426.688117	3890.909807
472	2425.973212	3889.884545
473	2425.215539	3888.949432
474	2424.778603	3888.011971
475	2424.068699	3887.043781
476	2423.821504	3886.477657
477	2423.395629	3885.964895
478	2422.618296	3884.637017
479	2422.161314	3883.71506
480	2419.44252	3881.046358
481	2419.075299	3880.395138
482	2418.297721	3879.022549
483	2417.048433	3877.539827
484	2416.212066	3876.040239
485	2415.080816	3874.257125
486	2414.946709	3873.985491
487	2414.45637	3872.895637
488	2413.775285	3871.690861
489	2413.735483	3871.68514
490	2413.141244	3870.806786
491	2412.244111	3869.298689
492	2412.234793	3869.296739
493	2411.727147	3868.630107
494	2411.118447	3867.619539
495	2410.099123	3865.896547
496	2409.284977	3864.686738
497	2408.881871	3864.105018
498	2408.296911	3862.940106
499	2407.570833	3861.834727
500	2407.061009	3861.281786
501	2406.675838	3860.455459
502	2405.826471	3859.250567
503	2404.954193	3857.631706
504	2403.905589	3855.924221
505	2403.110615	3854.489305
506	2402.451718	3852.910493
507	2401.836797	3852.038061
508	2401.133544	3850.827549
509	2400.332769	3849.540618
510	2399.311466	3847.71684
511	2398.635456	3846.554204
512	2397.898698	3845.119699
513	2397.512824	3844.274022
514	2396.557365	3843.411697
515	2395.907551	3842.424089
516	2395.372449	3841.192935
517	2394.608494	3840.297552
518	2394.043103	3839.426295
519	2393.657291	3838.596646
520	2393.330357	3838.038405
521	2392.801899	3837.099922
522	2392.24823	3836.440516
523	2391.910309	3835.854179
524	2391.322857	3835.227113
525	2390.142156	3833.431862
526	2389.584921	3832.751724
527	2389.075949	3832.118268
528	2388.91964	3831.847722
529	2388.036653	3830.577258
530	2387.322355	3829.393496
531	2386.312757	3828.061131
532	2385.72449	3827.177384
533	2385.148104	3826.010703
534	2384.031208	3824.675844
535	2383.422453	3824.014712
536	2382.893418	3823.185067
537	2382.247695	3822.107235
538	2381.626151	3821.266473
539	2381.03115	3820.198569
540	2380.600382	3819.230434
541	2379.983983	3818.402351
542	2379.627788	3817.875075
543	2379.044281	3816.874291
544	2378.937803	3816.604259
545	2378.438628	3815.776174
546	2377.780855	3814.712861
547	2377.210715	3813.621737
548	2376.601982	3812.588226
549	2376.463969	3812.2997
550	2375.82913	3811.244971
551	2374.627286	3809.667852
552	2373.881964	3808.969944
553	2373.718771	3808.617609
554	2372.610223	3807.074575
555	2371.999454	3806.287933
556	2370.39269	3804.611633
557	2369.785722	3803.622872
558	2369.36131	3802.656959
559	2368.827334	3802.192949
560	2368.326615	3801.28043
561	2368.049165	3800.851275
562	2367.537518	3800.126706
563	2366.72946	3798.50997
564	2366.345012	3797.774413
565	2365.927922	3797.173044
566	2365.580965	3796.390397
567	2365.263861	3795.834675
568	2364.864959	3794.918376
569	2364.407559	3794.119974
570	2363.567188	3793.074956
571	2363.545446	3793.052111
572	2362.599265	3791.892925
573	2362.14955	3791.199375
574	2361.655479	3790.408365
575	2361.089337	3789.354303
576	2360.667409	3788.623691
577	2360.044518	3788.012431
578	2359.872438	3787.533833
579	2358.83222	3785.475181
580	2358.301276	3784.472145
581	2358.093146	3784.088597
582	2357.981076	3783.803641
583	2357.30595	3782.846154
584	2356.933392	3782.283209
585	2356.441064	3781.441487
586	2355.433834	3779.960522
587	2355.055639	3779.140872
588	2354.520979	3778.247491
589	2353.91793	3777.266213
590	2353.082904	3776.029322
591	2352.835568	3775.514798
592	2352.274438	3774.795881
593	2351.590104	3773.50876
594	2351.332106	3772.998033
595	2350.864897	3772.220199
596	2350.541338	3771.55886
597	2349.899119	3770.562284
598	2349.390498	3769.924454
599	2348.369061	3768.678277
600	2348.066736	3767.994213
601	2347.69877	3767.411659
602	2347.230241	3766.559588
603	2347.200314	3766.449222
604	2346.63618	3765.440144
605	2346.276914	3764.854748
606	2345.802973	3763.926054
607	2344.590968	3761.982375
608	2344.15185	3761.173305
609	2343.401616	3760.073004
610	2342.912249	3759.238209
611	2342.516184	3758.4763
612	2342.215642	3757.844893
613	2341.972937	3757.35865
614	2341.281397	3756.297734
615	2341.083852	3755.901694
616	2340.637719	3755.077939
617	2339.967472	3754.081494
618	2339.607011	3753.049845
619	2339.289076	3752.48486
620	2338.684544	3751.926148
621	2338.635607	3751.854842
622	2337.970169	3750.507055
623	2337.935568	3750.447027
624	2337.607546	3749.815236
625	2336.623056	3748.21
626	2336.342193	3747.736444
627	2335.981711	3747.041816
628	2335.604495	3746.35025
629	2334.827609	3745.281309
630	2334.300946	3744.33909
631	2333.785751	3743.539052
632	2332.615296	3742.18329
633	2332.030912	3741.247587
634	2331.354772	3739.883887
635	2330.493893	3738.660294
636	2329.915985	3737.596121
637	2329.601884	3737.144574
638	2329.223634	3736.36893
639	2328.842763	3735.584006
640	2328.399	3734.845512
641	2327.694045	3733.517922
642	2327.287343	3732.750696
643	2326.374579	3731.384982
644	2325.78931	3730.467156
645	2325.225598	3729.718476
646	2325.012943	3729.380101
647	2324.221804	3728.295389
648	2323.687511	3727.414866
649	2323.430764	3727.218619
650	2323.026937	3726.610412
651	2322.812421	3726.270765
652	2322.241951	3725.252265
653	2320.988633	3723.748608
654	2320.661453	3723.087929
655	2320.216175	3722.297153
656	2320.181269	3722.2189
657	2319.874227	3721.807964
658	2319.527639	3721.358334
659	2318.915398	3720.477228
660	2318.423925	3719.783398
661	2317.779315	3718.790791
662	2317.55079	3718.296758
663	2316.7855	3717.056197
664	2316.743083	3717.014173
665	2316.263032	3716.510156
666	2315.890203	3715.895579
667	2315.565264	3715.263066
668	2315.180693	3714.510804
669	2314.666696	3713.468713
670	2314.507884	3713.060151
671	2314.306245	3712.650256
672	2313.740601	3711.749461
673	2313.341168	3711.381306
674	2313.353389	3711.367561
675	2312.596767	3710.282324
676	2312.350492	3709.845868
677	2312.144348	3709.414938
678	2312.002225	3709.061768
679	2311.603687	3708.400159
680	2311.483575	3708.248471
681	2310.759412	3707.075238
682	2310.032468	3706.242456
683	2309.708197	3705.499536
684	2309.106559	3704.552118
685	2308.841279	3704.091888
686	2308.69419	3703.677983
687	2308.444975	3703.376962
688	2308.113551	3702.678015
689	2307.99741	3702.504383
690	2307.318776	3701.301295
691	2307.014017	3700.764762
692	2306.431256	3699.652781
693	2306.00194	3699.218057
694	2305.719599	3698.728878
695	2305.724605	3698.722293
696	2304.993886	3697.595814
697	2304.62262	3696.927975
698	2304.367863	3696.515799
699	2303.971299	3695.919886
700	2303.723426	3695.5063
701	2302.833308	3694.616114
702	2302.222058	3693.551748
703	2301.486765	3692.410765
704	2300.770618	3691.393131
705	2299.740769	3690.20877
706	2299.271368	3689.615289
707	2298.685641	3688.363144
708	2298.477786	3687.892722
709	2298.293101	3687.519102
710	2298.02351	3687.08327
711	2297.842004	3686.478399
712	2297.457543	3685.814778
713	2297.206552	3685.378267
714	2296.688281	3684.605219
715	2296.315192	3683.878766
716	2296.030058	3682.914459
717	2295.343132	3681.839314
718	2295.206154	3681.610731
719	2295.141743	3681.453532
720	2293.940266	3679.897571
721	2293.672278	3679.358156
722	2292.792002	3678.248432
723	2292.132541	3677.186643
724	2291.78895	3676.569568
725	2291.27593	3675.568577
726	2290.69846	3674.505788
727	2290.086146	3673.484442
728	2290.015093	3673.416829
729	2290.016722	3673.416604
730	2289.989628	3673.32585
731	2289.388927	3672.324321
732	2288.670465	3670.955953
733	2288.670219	3670.955604
734	2288.351216	3670.546728
735	2288.351971	3670.546555
736	2288.000755	3670.050026
737	2287.55187	3669.166365
738	2287.017822	3668.289535
739	2286.675339	3667.590321
740	2285.991125	3666.347161
741	2285.59371	3665.724389
742	2285.172009	3664.973186
743	2284.50629	3663.967658
744	2283.974764	3663.009559
745	2283.620681	3662.344131
746	2283.27281	3661.614711
747	2282.735533	3661.017422
748	2282.408626	3660.46502
749	2280.979091	3659.037969
750	2280.409315	3658.275457
751	2279.901036	3657.504026
752	2279.160545	3656.200781
753	2278.774782	3655.653095
754	2277.880446	3654.283395
755	2277.495464	3653.622835
756	2276.756368	3652.348168
757	2275.907784	3651.25669
758	2275.272466	3650.271758
759	2274.957386	3649.821909
760	2274.482804	3648.78053
761	2274.005944	3647.981147
762	2273.418664	3647.095708
763	2273.284568	3646.894623
764	2272.991827	3646.459496
765	2272.421603	3645.903167
766	2272.168542	3645.484812
767	2272.049444	3645.258295
768	2271.64129	3644.649507
769	2271.387467	3644.234652
770	2270.778643	3643.2085
771	2270.309735	3642.520036
772	2269.88563	3641.856673
773	2269.162177	3640.729107
774	2268.903731	3640.208443
775	2268.638347	3639.800268
776	2268.396405	3639.239611
777	2267.623637	3637.950616
778	2266.983914	3637.1416
779	2266.802964	3636.911746
780	2266.369413	3636.060146
781	2265.866681	3635.264514
782	2265.209771	3634.234059
783	2265.117596	3634.028345
784	2264.941203	3633.730626
785	2264.653646	3632.95894
786	2264.138015	3632.057774
787	2263.924859	3631.658876
788	2263.017807	3630.007873
789	2262.505794	3629.031664
790	2261.81633	3628.212662
791	2261.501902	3627.711276
792	2261.114048	3626.954424
793	2260.669472	3626.313438
794	2260.165299	3625.404762
795	2259.910979	3625.037206
796	2259.537243	3624.356718
797	2258.877364	3623.505201
798	2258.378417	3622.69181
799	2258.277192	3622.566453
800	2257.970871	3622.044648
801	2257.109675	3621.116012
802	2256.29245	3620.137984
803	2255.862259	3619.273913
804	2255.554692	3618.87615
805	2255.083365	3618.077397
806	2254.920442	3617.77504
807	2254.427462	3616.838737
808	2253.592103	3615.615899
809	2252.535811	3614.076163
810	2252.201167	3613.471747
811	2251.480672	3612.338705
812	2251.050598	3611.634432
813	2250.367259	3610.472916
814	2250.039386	3609.85081
815	2249.231749	3608.250883
816	2248.47515	3607.261079
817	2247.950093	3606.484108
818	2247.578161	3605.751384
819	2247.073663	3604.826521
820	2246.71501	3604.226582
821	2246.381969	3603.568546
822	2246.054085	3602.996996
823	2245.266948	3602.091093
824	2244.502396	3601.10848
825	2244.027988	3600.345336
826	2243.453931	3599.193699
827	2243.313952	3598.881691
828	2242.738218	3597.863229
829	2242.510252	3597.323332
830	2242.216719	3596.765854
831	2241.676712	3596.00371
832	2241.378848	3595.55144
833	2241.031442	3595.091977
834	2240.603908	3594.466753
835	2240.392444	3593.985303
836	2240.005735	3593.144726
837	2239.374434	3591.872082
838	2239.062585	3591.288024
839	2238.172239	3589.853991
840	2238.097844	3589.753917
841	2237.514458	3588.588109
842	2237.245661	3588.217594
843	2236.96795	3587.752758
844	2236.713625	3587.304785
845	2235.905499	3586.375309
846	2235.412697	3585.827096
847	2234.682977	3584.544032
848	2234.251042	3583.935788
849	2234.026539	3583.611121
850	2233.501526	3582.994832
851	2233.148947	3582.416212
852	2232.345767	3581.30395
853	2232.04512	3580.763727
854	2231.592012	3579.894784
855	2231.331353	3579.373975
856	2230.942522	3578.863049
857	2230.545591	3578.516973
858	2230.186101	3578.018418
859	2229.718664	3577.386089
860	2229.580152	3577.183619
861	2228.869919	3576.085405
862	2228.448303	3575.356311
863	2227.975981	3574.570265
864	2227.597315	3573.997372
865	2227.207588	3573.260207
866	2226.730807	3572.470439
867	2226.310258	3571.696595
868	2225.655036	3570.807437
869	2225.061647	3569.663893
870	2224.748545	3569.100574
871	2224.461672	3568.523093
872	2224.28861	3568.225377
873	2223.71773	3567.073143
874	2223.479785	3566.55786
875	2223.043853	3565.893222
876	2222.1959	3564.537747
877	2221.852108	3563.960632
878	2221.744692	3563.797249
879	2221.592207	3563.552253
880	2221.344129	3563.205158
881	2220.943203	3562.509039
882	2220.716506	3561.981527
883	2220.195571	3560.659697
884	2219.791452	3560.088636
885	2219.303234	3559.117067
886	2218.949033	3558.575854
887	2218.826192	3558.401751
888	2217.934562	3557.297071
889	2217.52392	3556.602679
890	2217.286804	3556.199444
891	2216.967945	3555.482593
892	2216.645153	3555.044409
893	2216.157824	3554.115605
894	2215.475888	3553.087578
895	2215.005877	3552.556076
896	2214.775759	3551.925057
897	2214.238142	3551.402556
898	2213.485127	3550.369793
899	2213.161036	3549.859947
900	2212.938227	3549.390331
901	2212.785534	3549.028165
902	2212.350281	3548.456971
903	2212.066653	3548.043035
904	2211.599146	3547.28384
905	2211.237209	3546.591509
906	2210.863025	3545.865652
907	2210.137266	3544.955997
908	2209.815136	3544.555569
909	2209.442183	3544.016224
910	2209.015896	3543.474959
911	2208.487139	3542.757235
912	2208.314949	3542.490925
913	2207.864539	3541.850521
914	2207.371095	3540.915997
915	2207.096376	3540.445796
916	2206.406364	3539.487057
917	2205.936926	3538.903436
918	2205.647513	3538.426198
919	2205.649477	3538.425878
920	2205.342862	3537.955218
921	2204.514351	3536.624773
922	2203.634594	3535.571499
923	2203.372878	3535.206616
924	2202.935676	3534.461066
925	2202.6106	3533.82732
926	2202.197361	3533.214362
927	2201.823955	3532.511973
928	2201.103791	3531.486657
929	2200.579523	3530.408027
930	2199.968225	3529.239813
931	2199.335012	3527.999589
932	2198.636679	3526.690314
933	2198.389264	3526.403121
934	2198.050595	3525.904019
935	2197.652526	3525.437979
936	2197.267824	3524.870261
937	2197.037411	3524.595792
938	2196.645366	3523.830806
939	2196.183467	3523.273571
940	2195.914023	3522.837134
941	2195.761261	3522.548436
942	2195.531178	3522.09572
943	2194.986364	3520.791568
944	2194.396069	3520.15588
945	2194.007342	3519.723136
946	2193.615698	3519.089168
947	2193.113255	3518.104572
948	2192.665664	3517.353544
949	2192.22544	3516.722468
950	2191.92757	3516.221755
951	2191.605586	3515.785647
952	2191.430189	3515.529813
953	2191.181349	3514.90428
954	2190.651891	3514.08269
955	2190.325362	3513.457179
956	2189.870792	3512.818303
957	2189.163136	3511.80274
958	2188.602657	3511.147983
959	2188.232417	3510.635697
960	2187.740851	3509.944987
961	2187.436065	3509.338061
962	2186.972083	3508.587712
963	2186.336141	3507.761446
964	2185.655827	3506.762032
965	2185.298362	3506.127536
966	2184.836396	3505.458629
967	2184.5022	3504.956396
968	2184.235319	3504.581423
969	2183.903434	3503.921766
970	2183.590209	3503.454622
971	2183.067863	3502.578559
972	2182.654448	3501.951756
973	2182.061614	3500.92859
974	2181.542908	3499.956405
975	2181.418077	3499.704539
976	2180.891823	3498.970307
977	2180.402923	3497.986934
978	2180.256226	3497.738421
979	2179.837336	3497.077673
980	2179.594161	3496.664007
981	2179.035017	3495.664301
982	2178.716685	3495.278531
983	2178.653769	3495.176167
984	2178.113844	3494.36988
985	2177.500434	3493.224086
986	2177.351744	3492.992783
987	2177.03177	3492.580333
988	2176.65473	3491.944736
989	2176.167759	3491.131094
990	2175.727836	3490.580088
991	2175.286043	3489.987184
992	2174.708472	3489.159944
993	2174.388136	3488.712336
994	2173.976862	3488.025626
995	2173.455109	3487.170177
996	2173.227302	3486.695273
997	2172.945714	3485.877252
