iter	MAE	RMSE
173	2694.555138	4298.489538
174	2693.515375	4296.42735
175	2692.018463	4294.739214
176	2690.542002	4292.803951
177	2688.35325	4290.145587
178	2686.643287	4287.672387
179	2684.774751	4284.567395
180	2684.765345	4284.526375
181	2683.213335	4282.167996
182	2682.109118	4280.629466
183	2680.726239	4278.347864
184	2679.524109	4276.538281
185	2678.43413	4274.921755
186	2677.046684	4273.242294
187	2674.989153	4271.086506
188	2672.792715	4268.135384
189	2671.604361	4266.356261
190	2670.504208	4265.368499
191	2668.954885	4263.793881
192	2668.921801	4263.77467
193	2667.262936	4261.334127
194	2664.728851	4259.180773
195	2663.514678	4257.53773
196	2662.39448	4255.754015
197	2659.512953	4252.31901
198	2657.553401	4250.21214
199	2656.47375	4248.914069
200	2655.560169	4247.924819
201	2653.981187	4246.519385
202	2653.017052	4245.220195
203	2652.497472	4243.991391
204	2652.077615	4243.056888
205	2650.812831	4241.136656
206	2649.420902	4239.112719
207	2647.321894	4235.931637
208	2645.912399	4233.817422
209	2645.217568	4232.480796
210	2644.226713	4231.078868
211	2644.226197	4231.076986
212	2642.751655	4228.8809
213	2640.902614	4227.547569
214	2638.897392	4224.952753
215	2637.745473	4223.635606
216	2636.200831	4221.592066
217	2635.239423	4220.221809
218	2634.033012	4218.309746
219	2632.661375	4216.736948
220	2631.116217	4215.393626
221	2630.61708	4214.617654
222	2630.192132	4213.96594
223	2630.177046	4213.957263
224	2629.033047	4212.267225
225	2628.933052	4212.187627
226	2628.539111	4211.661628
227	2626.800163	4208.975221
228	2625.53479	4207.797336
229	2624.798064	4207.139785
230	2623.900507	4205.780685
231	2623.465673	4205.120863
232	2622.284932	4203.123405
233	2621.293683	4201.486043
234	2620.04004	4199.853323
235	2618.674999	4197.887897
236	2618.658528	4197.867495
237	2617.896708	4196.520062
238	2616.80277	4194.838818
239	2616.111377	4193.699398
240	2613.915456	4190.94045
241	2611.982958	4189.309408
242	2610.601248	4187.645937
243	2609.771161	4186.595671
244	2608.428853	4184.132632
245	2607.712979	4182.916664
246	2607.346924	4182.207818
247	2605.463899	4179.901496
248	2603.519384	4178.579034
249	2603.133344	4177.060181
250	2602.058616	4175.459931
251	2601.744743	4174.824863
252	2600.408617	4173.304954
253	2600.387567	4173.205163
254	2598.95608	4171.764835
255	2598.129803	4170.779319
256	2596.712477	4168.839413
257	2595.930184	4167.33376
258	2593.954164	4165.353824
259	2593.691493	4164.826292
260	2592.408633	4163.458928
261	2591.147429	4161.82418
262	2591.149916	4161.817228
263	2590.233537	4160.368749
264	2589.959082	4160.031129
265	2587.819359	4156.673068
266	2587.023261	4155.622612
267	2587.009294	4155.598445
268	2585.627199	4153.720139
269	2584.108725	4152.361843
270	2583.262869	4150.787108
271	2582.789714	4150.041437
272	2582.698249	4149.898533
273	2580.960904	4146.766966
274	2580.345216	4145.794219
275	2578.693814	4144.263113
276	2577.64868	4142.835647
277	2576.491971	4140.996672
278	2576.067347	4140.203327
279	2575.595706	4139.39562
280	2574.557069	4138.092795
281	2573.816037	4137.038899
282	2572.36854	4134.955159
283	2571.435695	4133.709829
284	2570.515618	4132.61771
285	2569.890528	4131.748918
286	2567.731012	4129.303383
287	2567.103717	4128.117247
288	2566.290834	4126.716752
289	2565.111635	4125.302408
290	2563.832798	4124.40595
291	2563.066208	4123.256654
292	2562.522169	4122.50899
293	2561.519082	4121.21317
294	2560.843544	4120.141016
295	2560.442487	4119.489989
296	2559.957025	4118.70164
297	2559.161124	4117.468354
298	2558.225173	4115.951597
299	2557.126152	4114.090277
300	2556.467244	4112.910479
301	2555.159106	4110.638133
302	2554.666752	4110.258321
303	2554.558025	4109.976462
304	2553.376784	4108.536281
305	2552.668517	4107.228397
306	2551.490125	4105.742006
307	2550.739467	4104.71825
308	2549.468226	4102.935154
309	2548.7619	4101.827218
310	2548.034456	4100.339333
311	2545.920237	4097.57011
312	2544.511953	4095.890159
313	2543.52751	4094.586018
314	2542.448073	4093.215857
315	2542.410501	4093.192187
316	2541.3975	4092.215716
317	2540.258069	4091.000393
318	2539.563951	4089.910013
319	2539.099988	4088.988287
320	2538.393882	4088.083798
321	2537.44254	4086.942205
322	2536.982481	4086.024909
323	2536.274473	4085.076686
324	2535.750422	4084.677749
325	2535.165913	4083.675506
326	2534.396134	4082.910437
327	2533.286094	4081.406122
328	2532.674186	4080.620627
329	2531.73817	4079.304196
330	2530.991078	4078.258809
331	2530.177968	4076.816279
332	2528.905382	4075.052181
333	2528.429065	4074.462741
334	2528.213209	4074.008512
335	2527.778506	4073.142868
336	2526.743843	4072.228361
337	2526.097382	4071.128938
338	2525.137051	4069.629215
339	2524.035835	4068.620955
340	2523.480377	4067.847538
341	2522.838824	4067.085728
342	2522.183024	4065.787285
343	2521.302904	4064.183953
344	2520.743852	4063.382673
345	2519.605319	4062.12099
346	2518.722453	4061.11353
347	2517.93162	4060.181399
348	2517.059646	4059.04829
349	2515.429677	4057.388303
350	2514.521193	4056.044684
351	2513.809912	4055.220849
352	2513.238875	4054.069678
353	2512.1082	4052.283126
354	2511.427167	4051.217871
355	2510.297732	4049.151102
356	2509.851623	4048.394935
357	2508.489448	4046.467811
358	2507.460893	4044.849054
359	2507.072519	4044.022366
360	2506.313573	4042.995896
361	2504.978428	4041.221775
362	2503.877437	4040.141322
363	2503.881222	4040.136097
364	2503.074846	4038.869321
365	2502.475489	4037.868767
366	2501.228895	4036.203252
367	2500.665308	4034.981844
368	2500.018813	4033.914431
369	2498.897815	4032.537148
370	2498.352047	4031.786012
371	2497.804526	4030.704508
372	2497.041091	4029.462487
373	2496.459342	4028.448169
374	2494.919667	4026.56375
375	2494.369413	4025.588266
376	2493.829817	4024.793818
377	2493.226745	4023.910737
378	2491.991424	4022.302141
379	2491.431609	4021.46073
380	2490.89528	4020.411892
381	2489.653419	4018.397708
382	2488.616419	4016.762118
383	2487.779028	4015.503428
384	2487.663268	4015.065092
385	2486.938914	4013.793528
386	2485.926497	4012.448321
387	2484.981134	4010.886704
388	2484.594544	4009.993217
389	2483.895364	4008.753712
390	2483.300736	4007.89729
391	2482.838664	4007.35334
392	2482.535115	4006.718161
393	2481.578695	4005.791846
394	2480.63386	4004.750502
395	2479.907709	4003.835094
396	2478.993593	4002.422636
397	2478.323814	4001.621153
398	2477.266308	4000.159574
399	2475.685803	3998.451947
400	2474.516202	3997.517996
401	2472.96279	3995.865286
402	2471.79516	3993.896961
403	2471.286869	3993.126422
404	2471.034237	3992.535805
405	2470.250954	3991.607438
406	2469.308706	3990.297248
407	2468.718121	3989.485228
408	2467.257662	3987.895868
409	2466.162759	3986.278424
410	2465.345869	3984.968258
411	2464.513358	3983.757601
412	2463.929091	3982.729354
413	2462.768992	3980.661068
414	2462.672065	3980.439949
415	2461.976754	3979.008633
416	2461.121719	3977.784507
417	2460.228254	3976.448628
418	2459.838768	3975.813889
419	2459.388007	3974.919093
420	2458.826398	3973.831265
421	2458.255365	3972.815059
422	2457.51417	3971.88237
423	2456.997506	3970.765955
424	2456.636591	3970.109258
425	2456.221967	3969.585478
426	2455.606257	3968.391457
427	2455.072979	3967.472654
428	2454.15933	3966.158912
429	2452.867845	3964.174895
430	2452.448272	3963.431054
431	2451.804112	3962.261039
432	2451.389066	3961.524346
433	2451.134707	3961.170803
434	2450.443933	3960.196302
435	2449.965863	3959.368651
436	2448.865141	3957.886815
437	2448.26843	3957.164493
438	2447.650347	3955.621105
439	2446.999111	3954.700036
440	2446.223515	3953.728664
441	2445.833837	3952.996513
442	2445.603765	3952.532916
443	2445.026685	3951.671222
444	2444.303558	3950.617606
445	2443.417645	3949.342161
446	2442.804565	3948.478631
447	2442.35266	3947.729006
448	2441.648999	3946.641226
449	2441.049944	3945.902006
450	2440.456119	3945.085811
451	2439.122116	3943.133406
452	2438.800686	3942.56688
453	2438.188831	3941.730591
454	2437.623588	3940.744879
455	2437.198497	3940.254636
456	2436.876303	3939.914136
457	2436.338287	3939.072014
458	2436.11458	3938.57344
459	2435.733418	3937.815898
460	2435.388687	3937.28724
461	2435.224618	3936.899303
462	2434.942025	3936.378237
463	2434.18608	3935.133652
464	2432.454771	3933.482183
465	2432.037727	3932.776291
466	2431.335929	3931.726158
467	2430.906196	3931.056795
468	2430.167021	3929.847614
469	2429.297179	3928.578292
470	2428.51376	3927.428837
471	2427.903355	3926.370869
472	2427.354352	3925.602421
473	2426.503132	3924.412801
474	2426.07552	3923.851951
475	2425.681555	3923.339059
476	2425.485833	3922.940723
477	2425.062263	3922.093132
478	2424.873591	3921.664778
479	2423.665143	3919.851701
480	2423.099351	3918.835784
481	2422.602547	3918.184732
482	2421.971497	3917.273086
483	2421.662563	3916.749844
484	2421.005131	3915.937724
485	2420.546414	3915.09616
486	2420.066147	3914.196901
487	2419.560255	3913.177431
488	2418.82365	3912.181807
489	2418.439419	3911.561854
490	2417.681983	3910.4661
491	2417.128999	3909.601336
492	2415.922264	3908.432005
493	2415.826719	3908.268611
494	2415.521991	3907.510027
495	2415.010493	3906.72283
496	2414.477157	3905.566602
497	2413.868607	3904.542706
498	2413.038903	3903.512317
499	2412.430641	3902.743577
500	2412.214604	3902.517284
501	2411.668176	3901.543933
502	2411.532661	3901.251839
503	2410.946907	3899.958436
504	2410.474525	3899.150384
505	2409.497745	3897.872795
506	2408.518865	3896.573196
507	2408.092723	3895.981566
508	2407.677366	3895.149325
509	2407.075043	3894.451493
510	2406.693886	3893.649422
511	2405.370862	3892.251416
512	2404.645508	3890.979587
513	2404.023495	3890.312629
514	2403.329596	3889.186411
515	2402.565763	3887.961745
516	2401.990078	3887.190707
517	2401.337112	3886.421218
518	2400.2205	3884.773841
519	2399.595538	3883.732805
520	2399.350699	3883.255982
521	2398.40589	3882.111073
522	2397.863882	3881.100659
523	2397.55241	3880.623907
524	2397.08396	3879.650923
525	2396.673036	3879.200326
526	2395.70758	3877.992494
527	2394.862418	3876.41963
528	2394.343116	3875.473142
529	2393.888935	3874.863008
530	2393.460689	3874.08062
531	2392.941796	3873.508079
532	2392.331435	3872.395916
533	2391.992764	3871.896479
534	2391.632015	3871.071917
535	2390.900966	3870.180014
536	2390.537959	3869.465738
537	2389.9499	3868.298703
538	2389.464771	3867.514377
539	2388.848758	3866.764691
540	2388.500461	3866.348808
541	2388.172948	3865.96174
542	2387.101668	3864.82085
543	2386.612574	3863.904499
544	2385.776149	3862.76458
545	2385.005807	3861.456124
546	2384.243433	3860.567992
547	2383.965261	3859.966612
548	2383.730198	3859.607219
549	2383.00151	3858.57349
550	2382.310606	3857.489116
551	2381.873061	3856.783661
552	2381.046582	3855.285458
553	2380.345565	3854.052586
554	2379.751883	3853.219729
555	2379.016361	3852.212829
556	2378.134477	3850.965651
557	2377.474556	3849.997209
558	2376.605662	3848.957217
559	2376.016809	3848.091634
560	2375.461432	3847.431175
561	2375.065765	3846.804683
562	2374.729165	3846.154414
563	2374.498677	3845.762189
564	2373.534311	3843.951066
565	2372.837226	3842.717393
566	2372.477873	3841.858544
567	2371.740902	3840.91254
568	2371.320188	3840.095032
569	2370.745549	3839.302209
570	2369.915421	3838.667364
571	2369.317753	3837.585158
572	2368.867677	3836.728739
573	2368.212698	3835.924075
574	2367.753777	3835.116156
575	2367.351245	3834.497204
576	2367.202545	3834.063254
577	2366.471047	3832.825837
578	2366.127918	3832.107092
579	2365.755112	3831.476304
580	2365.360853	3830.806408
581	2365.143345	3830.515606
582	2364.631833	3829.718747
583	2364.248853	3829.133405
584	2363.377053	3827.649118
585	2363.202338	3827.196847
586	2362.552649	3826.114109
587	2362.242788	3825.666042
588	2361.792056	3824.783695
589	2361.17455	3823.57527
590	2360.330247	3822.70355
591	2359.900315	3822.069884
592	2359.124634	3821.119429
593	2358.597155	3820.322886
594	2358.014881	3819.638992
595	2357.99404	3819.630754
596	2357.265081	3818.311142
597	2356.854017	3817.859259
598	2356.440022	3817.174815
599	2356.423545	3817.151403
600	2356.139581	3816.697423
601	2355.441616	3815.694042
602	2354.728965	3814.82584
603	2354.132729	3813.769912
604	2353.558632	3812.918362
605	2353.265798	3812.424242
606	2353.034017	3811.940677
607	2352.157699	3810.917066
608	2351.342427	3809.546823
609	2350.697276	3808.540973
610	2350.17674	3807.77408
611	2349.932997	3807.340107
612	2349.545388	3806.386405
613	2349.138473	3805.654914
614	2348.69436	3804.789684
615	2347.851141	3803.870451
616	2347.600225	3803.428291
617	2347.487039	3802.87429
618	2346.991241	3802.143127
619	2346.706795	3801.707703
620	2346.396743	3801.043182
621	2345.749644	3800.001562
622	2344.941204	3798.736764
623	2344.346029	3798.042718
624	2343.982811	3797.488083
625	2343.5948	3796.889624
626	2343.585882	3796.880241
627	2342.447223	3795.356234
628	2342.182954	3794.808057
629	2341.679243	3793.927928
630	2340.928055	3792.758631
631	2340.734183	3792.270998
632	2340.34983	3791.622406
633	2340.06902	3791.177317
634	2339.333911	3790.010748
635	2338.895509	3789.272579
636	2338.646089	3788.950267
637	2338.113025	3788.044118
638	2337.511233	3786.921697
639	2337.004689	3786.359753
640	2336.399533	3785.33613
641	2336.083029	3784.996288
642	2335.817201	3784.628578
643	2335.5191	3784.122496
644	2335.295314	3783.85339
645	2334.872951	3783.122749
646	2334.38003	3782.330149
647	2334.021667	3781.832089
648	2333.595586	3781.204607
649	2332.860648	3780.519317
650	2332.851593	3780.510029
651	2332.548539	3779.853011
652	2332.307722	3779.295817
653	2331.665311	3778.282455
654	2331.251363	3777.831804
655	2330.939725	3777.24086
656	2330.28219	3776.144937
657	2329.833181	3774.982909
658	2329.189043	3774.132312
659	2328.512022	3772.942196
660	2327.92473	3772.098948
661	2327.64057	3771.703932
662	2326.919394	3770.70345
663	2326.199509	3769.912438
664	2326.208829	3769.894768
665	2325.246464	3768.772683
666	2324.887407	3767.840858
667	2324.21375	3767.079421
668	2323.828559	3766.487051
669	2323.474178	3765.98745
670	2322.777939	3765.140256
671	2322.646258	3764.939976
672	2322.198283	3764.46826
673	2321.904335	3763.906844
674	2321.861904	3763.832749
675	2320.892924	3762.579146
676	2320.429233	3761.826778
677	2319.715244	3760.788573
678	2319.061035	3759.843481
679	2318.357	3759.022549
680	2318.119662	3758.69298
681	2317.820723	3758.090335
682	2317.681361	3757.786331
683	2317.250409	3757.068967
684	2316.729281	3756.015652
685	2316.263948	3755.070718
686	2315.636451	3754.084105
687	2314.894999	3752.854707
688	2314.314823	3751.809469
689	2313.906992	3751.284882
690	2313.106873	3750.522161
691	2312.468649	3749.514085
692	2311.985504	3748.874293
693	2311.81331	3748.496612
694	2311.304906	3748.044979
695	2310.922974	3747.4404
696	2310.497725	3746.859081
697	2310.226973	3746.508461
698	2309.957441	3746.00367
699	2309.109185	3745.157105
700	2308.729323	3744.458122
701	2308.340899	3743.774722
702	2307.961912	3743.173723
703	2307.127518	3741.703641
704	2306.622629	3740.993299
705	2306.019569	3739.939266
706	2305.671876	3739.358379
707	2304.976558	3738.423139
708	2304.829694	3738.254037
709	2304.136021	3737.186529
710	2304.12109	3737.148205
711	2303.442482	3735.910211
712	2303.300395	3735.57406
713	2302.485384	3734.851614
714	2302.166381	3734.390591
715	2301.570806	3733.619645
716	2301.406974	3733.356083
717	2300.680461	3732.165849
718	2300.248984	3731.115225
719	2299.900114	3730.608342
720	2299.235286	3729.843321
721	2299.203295	3729.798077
722	2298.904967	3729.241897
723	2298.683354	3728.897892
724	2298.281014	3728.259911
725	2297.66467	3727.30651
726	2297.174102	3726.47264
727	2296.73377	3725.798655
728	2296.417803	3725.23409
729	2295.834034	3724.461738
730	2295.522066	3724.14264
731	2294.839348	3723.203412
732	2294.331574	3722.227277
733	2293.861249	3721.486946
734	2293.202996	3720.582983
735	2292.770662	3720.128584
736	2291.938154	3719.117702
737	2291.379316	3718.220941
738	2290.751968	3717.19769
739	2290.539314	3716.779161
740	2290.106354	3716.020673
741	2290.006955	3715.881051
742	2289.455615	3714.993761
743	2288.721905	3714.075847
744	2288.315409	3713.539886
745	2287.692785	3712.118605
746	2287.416943	3711.693382
747	2286.938127	3711.087241
748	2286.112567	3710.020598
749	2285.274812	3708.746461
750	2284.770808	3708.107299
751	2284.445998	3707.407782
752	2283.930359	3706.784683
753	2283.394567	3706.0012
754	2282.869479	3705.006992
755	2282.452689	3704.496117
756	2281.909327	3703.680203
757	2281.503036	3702.949742
758	2281.001863	3702.000572
759	2279.900537	3700.640912
760	2279.426992	3699.89085
761	2279.272438	3699.641615
762	2278.906985	3699.041445
763	2278.45655	3698.414794
764	2278.249341	3697.978862
765	2277.75943	3697.357663
766	2277.499219	3696.861108
767	2276.760655	3696.053929
768	2276.310759	3695.575139
769	2275.796814	3694.933201
770	2275.484644	3694.485874
771	2275.077372	3693.713638
772	2274.677279	3693.081753
773	2274.470195	3692.671605
774	2274.20495	3692.044338
775	2273.687014	3691.235887
776	2273.249763	3690.374801
777	2272.885233	3689.488236
778	2272.757513	3689.291273
779	2272.252422	3688.692533
780	2271.695297	3687.754376
781	2271.259552	3687.121017
782	2270.947278	3686.301783
783	2270.435777	3685.561644
784	2269.886204	3684.55264
785	2269.573731	3683.885116
786	2269.136022	3683.324722
787	2268.654631	3682.728684
788	2268.253115	3682.260322
789	2267.893907	3681.423184
790	2267.592727	3680.786149
791	2267.485932	3680.548387
792	2267.098182	3679.981173
793	2266.851086	3679.653431
794	2266.421504	3678.900285
795	2266.130049	3678.262171
796	2266.007326	3678.032805
797	2265.783831	3677.745714
798	2265.158669	3676.911171
799	2264.795312	3676.274152
800	2264.418099	3675.893881
801	2264.320194	3675.780883
802	2263.878506	3675.079727
803	2263.333353	3674.387376
804	2263.050702	3673.664512
805	2262.606809	3672.94842
806	2262.366958	3672.541285
807	2262.071695	3672.119084
808	2261.743109	3671.567743
809	2261.447073	3671.061412
810	2261.244014	3670.672331
811	2260.682402	3669.968473
812	2260.1105	3669.176238
813	2259.912979	3668.883062
814	2259.401767	3668.277044
815	2259.171391	3668.018238
816	2259.179946	3668.014292
817	2258.812879	3667.599562
818	2258.625398	3667.220434
819	2258.299279	3666.724311
820	2257.832721	3666.135786
821	2257.374682	3665.420192
822	2256.916893	3664.679071
823	2256.198922	3663.90361
824	2256.010681	3663.738756
825	2255.759511	3663.43377
826	2255.48961	3663.059209
827	2254.789007	3661.927138
828	2254.329754	3661.264395
829	2254.056682	3660.764221
830	2253.734567	3660.390775
831	2253.602817	3660.208898
832	2253.459575	3660.06152
833	2252.934427	3659.426417
834	2252.39136	3658.427593
835	2251.783597	3657.675955
836	2251.542086	3657.353585
837	2251.275378	3656.776023
838	2251.120242	3656.350201
839	2250.866327	3655.949582
840	2250.537088	3655.473978
841	2250.207452	3654.917961
842	2249.869759	3654.470659
843	2249.286866	3653.812435
844	2248.833866	3653.131467
845	2248.214052	3652.169954
846	2247.822044	3651.542482
847	2247.423923	3650.755624
848	2247.206463	3650.515061
849	2246.801483	3649.675704
850	2246.334943	3648.955422
851	2245.907045	3648.384357
852	2245.541686	3647.667479
853	2245.278154	3647.278292
854	2244.93456	3646.795061
855	2244.633848	3646.374333
856	2244.498942	3645.655264
857	2244.098416	3644.970098
858	2243.668288	3644.345241
859	2243.397157	3643.891634
860	2243.066718	3643.583448
861	2242.933461	3643.222344
862	2242.604959	3642.587824
863	2242.091383	3641.906608
864	2241.83439	3641.47294
865	2241.577164	3641.109929
866	2241.100535	3640.348622
867	2240.927477	3640.138843
868	2240.776831	3639.875595
869	2240.480133	3639.201118
870	2240.196605	3638.849767
871	2239.710916	3638.166341
872	2239.50369	3637.749727
873	2239.218343	3637.259606
874	2238.817857	3636.556674
875	2238.467046	3636.096055
876	2237.707034	3635.079341
877	2237.255577	3634.453723
878	2236.924068	3634.042676
879	2236.520487	3633.176808
880	2236.310171	3632.839721
881	2235.908108	3632.090756
882	2235.668831	3631.669442
883	2235.329938	3631.098482
884	2235.056805	3630.548432
885	2234.892272	3630.316924
886	2234.451865	3629.687717
887	2233.993303	3628.970121
888	2233.545955	3627.96324
889	2233.021713	3627.005988
890	2232.556156	3626.416359
891	2232.282995	3626.05137
892	2232.143642	3625.877276
893	2231.762024	3625.239772
894	2231.495867	3624.850805
895	2231.136699	3624.403468
896	2230.752882	3623.624559
897	2230.120359	3622.979414
898	2229.614862	3622.34433
899	2229.228458	3621.730827
900	2228.909582	3621.02284
901	2228.435091	3620.208673
902	2228.196862	3619.820293
903	2227.839951	3619.570203
904	2227.615459	3619.286033
905	2227.135724	3618.649607
906	2226.882884	3618.222895
907	2226.246457	3617.116251
908	2225.996679	3616.484643
909	2225.730931	3615.983893
910	2225.253857	3615.185126
911	2224.606718	3614.081602
912	2224.329293	3613.468905
913	2224.11471	3613.079958
914	2223.62887	3612.297758
915	2223.345821	3611.740377
916	2222.749674	3610.586327
917	2222.293789	3609.922368
918	2221.91916	3609.269819
919	2221.511015	3608.470763
920	2221.197034	3608.021285
921	2220.838813	3607.459005
922	2220.389013	3606.819046
923	2220.21322	3606.48243
924	2219.563028	3605.713097
925	2219.317533	3605.236642
926	2218.832655	3604.495722
927	2218.196492	3603.764016
928	2217.804343	3603.091445
929	2217.381876	3602.493208
930	2217.082938	3601.847934
931	2216.574007	3601.265337
932	2216.20868	3600.78888
933	2215.831868	3600.278411
934	2215.616512	3599.841051
935	2215.230378	3599.471528
936	2214.962125	3599.085188
937	2214.492462	3598.534765
938	2213.919873	3597.854673
939	2213.795611	3597.497551
940	2213.553004	3597.102967
941	2213.174973	3596.706742
942	2212.631078	3595.587437
943	2212.121539	3595.030413
944	2211.998384	3594.677406
945	2211.788429	3594.252797
946	2211.42543	3593.547604
947	2210.987521	3592.740071
948	2210.620789	3592.169751
949	2210.506445	3591.767398
950	2210.20205	3591.23309
951	2210.061867	3590.82906
952	2209.07734	3589.768224
953	2208.538565	3588.944958
954	2208.206623	3588.449605
955	2207.757426	3587.710938
956	2207.538755	3587.3181
957	2207.259447	3586.999624
958	2206.910988	3586.441229
959	2206.55191	3586.029111
960	2205.921613	3585.141477
961	2205.677226	3584.766959
962	2205.313667	3584.205632
963	2204.656053	3583.093148
964	2204.416782	3582.515043
965	2204.200423	3582.205514
966	2204.072984	3581.952874
967	2203.689946	3581.16286
968	2203.569812	3580.965373
969	2203.33513	3580.607393
970	2203.210469	3580.462571
971	2202.879221	3579.879656
972	2202.583653	3579.465048
973	2202.172053	3578.742187
974	2201.810413	3578.234864
975	2201.318319	3577.731256
976	2201.018785	3577.229675
977	2200.561928	3576.488294
978	2200.199962	3575.82935
979	2199.989207	3575.551062
980	2199.650982	3575.089972
981	2199.332497	3574.587143
982	2199.022118	3573.914638
983	2198.649688	3573.349718
984	2197.913073	3572.181165
985	2197.563801	3571.627379
986	2197.436777	3571.418558
987	2197.074632	3570.777181
988	2196.905348	3570.550425
989	2196.452692	3569.566702
990	2196.014801	3568.953732
991	2195.430976	3567.864793
992	2194.982628	3567.193382
993	2194.740177	3566.873983
994	2194.494865	3566.42117
995	2194.295939	3566.075014
996	2194.027335	3565.625699
997	2193.873899	3565.288451
